src,snk,sourceOtu,targetOtu,m_width,bandType,sourceDimColors,targetDimColors
49,40,46279,45840,24,0,:888-912:960-964,:888-912:960-964
49,40,46280,45841,24,0,:912-936:960-964,:912-936:960-964
49,40,46281,45842,24,0,:936-964,:936-964
69,60,47342,46903,24,0,:0-24:960-964,:0-24:960-964
69,60,47343,46904,24,0,:24-48:960-964,:24-48:960-964
69,60,47344,46905,24,0,:48-72:960-964,:48-72:960-964
69,60,47345,46906,24,0,:72-96:960-964,:72-96:960-964
69,60,47346,46907,24,0,:96-120:960-964,:96-120:960-964
69,60,47347,46908,24,0,:120-144:960-964,:120-144:960-964
69,60,47348,46909,24,0,:144-168:960-964,:144-168:960-964
69,60,47349,46910,24,0,:168-192:960-964,:168-192:960-964
69,60,47350,46911,24,0,:192-216:960-964,:192-216:960-964
69,60,47351,46912,24,0,:216-240:960-964,:216-240:960-964
69,60,47352,46913,24,0,:240-264:960-964,:240-264:960-964
69,60,47353,46914,24,0,:264-288:960-964,:264-288:960-964
69,60,47354,46915,24,0,:288-312:960-964,:288-312:960-964
69,60,47355,46916,24,0,:312-336:960-964,:312-336:960-964
69,60,47356,46917,24,0,:336-360:960-964,:336-360:960-964
69,60,47357,46918,24,0,:360-384:960-964,:360-384:960-964
69,60,47358,46919,24,0,:384-408:960-964,:384-408:960-964
69,60,47359,46920,24,0,:408-432:960-964,:408-432:960-964
69,60,47360,46921,24,0,:432-456:960-964,:432-456:960-964
69,60,47361,46922,24,0,:456-480:960-964,:456-480:960-964
69,60,47362,46923,24,0,:480-504:960-964,:480-504:960-964
69,60,47363,46924,24,0,:504-528:960-964,:504-528:960-964
69,60,47364,46925,24,0,:528-552:960-964,:528-552:960-964
69,60,47365,46926,24,0,:552-576:960-964,:552-576:960-964
69,60,47366,46927,24,0,:576-600:960-964,:576-600:960-964
69,60,47367,46928,24,0,:600-624:960-964,:600-624:960-964
69,60,47368,46929,24,0,:624-648:960-964,:624-648:960-964
69,60,47369,46930,24,0,:648-672:960-964,:648-672:960-964
69,60,47370,46931,24,0,:672-696:960-964,:672-696:960-964
69,60,47371,46932,24,0,:696-720:960-964,:696-720:960-964
69,60,47372,46933,24,0,:720-744:960-964,:720-744:960-964
69,60,47373,46934,24,0,:744-768:960-964,:744-768:960-964
69,60,47374,46935,24,0,:768-792:960-964,:768-792:960-964
69,60,47375,46936,24,0,:792-816:960-964,:792-816:960-964
69,60,47376,46937,24,0,:816-840:960-964,:816-840:960-964
69,60,47377,46938,24,0,:840-864:960-964,:840-864:960-964
69,60,47378,46939,24,0,:864-888:960-964,:864-888:960-964
69,60,47379,46940,24,0,:888-912:960-964,:888-912:960-964
69,60,47380,46941,24,0,:912-936:960-964,:912-936:960-964
69,60,47381,46942,24,0,:936-964,:936-964
59,50,46792,46353,24,0,:0-24:960-964,:0-24:960-964
59,50,46793,46354,24,0,:24-48:960-964,:24-48:960-964
59,50,46794,46355,24,0,:48-72:960-964,:48-72:960-964
59,50,46795,46356,24,0,:72-96:960-964,:72-96:960-964
59,50,46796,46357,24,0,:96-120:960-964,:96-120:960-964
59,50,46797,46358,24,0,:120-144:960-964,:120-144:960-964
59,50,46798,46359,24,0,:144-168:960-964,:144-168:960-964
59,50,46799,46360,24,0,:168-192:960-964,:168-192:960-964
59,50,46800,46361,24,0,:192-216:960-964,:192-216:960-964
59,50,46801,46362,24,0,:216-240:960-964,:216-240:960-964
59,50,46802,46363,24,0,:240-264:960-964,:240-264:960-964
59,50,46803,46364,24,0,:264-288:960-964,:264-288:960-964
59,50,46804,46365,24,0,:288-312:960-964,:288-312:960-964
59,50,46805,46366,24,0,:312-336:960-964,:312-336:960-964
59,50,46806,46367,24,0,:336-360:960-964,:336-360:960-964
59,50,46807,46368,24,0,:360-384:960-964,:360-384:960-964
59,50,46808,46369,24,0,:384-408:960-964,:384-408:960-964
59,50,46809,46370,24,0,:408-432:960-964,:408-432:960-964
59,50,46810,46371,24,0,:432-456:960-964,:432-456:960-964
59,50,46811,46372,24,0,:456-480:960-964,:456-480:960-964
59,50,46812,46373,24,0,:480-504:960-964,:480-504:960-964
59,50,46813,46374,24,0,:504-528:960-964,:504-528:960-964
59,50,46814,46375,24,0,:528-552:960-964,:528-552:960-964
59,50,46815,46376,24,0,:552-576:960-964,:552-576:960-964
59,50,46816,46377,24,0,:576-600:960-964,:576-600:960-964
59,50,46817,46378,24,0,:600-624:960-964,:600-624:960-964
59,50,46818,46379,24,0,:624-648:960-964,:624-648:960-964
59,50,46819,46380,24,0,:648-672:960-964,:648-672:960-964
59,50,46820,46381,24,0,:672-696:960-964,:672-696:960-964
59,50,46821,46382,24,0,:696-720:960-964,:696-720:960-964
59,50,46822,46383,24,0,:720-744:960-964,:720-744:960-964
59,50,46823,46384,24,0,:744-768:960-964,:744-768:960-964
59,50,46824,46385,24,0,:768-792:960-964,:768-792:960-964
59,50,46825,46386,24,0,:792-816:960-964,:792-816:960-964
59,50,46826,46387,24,0,:816-840:960-964,:816-840:960-964
59,50,46827,46388,24,0,:840-864:960-964,:840-864:960-964
59,50,46828,46389,24,0,:864-888:960-964,:864-888:960-964
59,50,46829,46390,24,0,:888-912:960-964,:888-912:960-964
59,50,46830,46391,24,0,:912-936:960-964,:912-936:960-964
59,50,46831,46392,24,0,:936-964,:936-964
109,100,49542,49103,24,0,:0-24:960-964,:0-24:960-964
109,100,49543,49104,24,0,:24-48:960-964,:24-48:960-964
109,100,49544,49105,24,0,:48-72:960-964,:48-72:960-964
109,100,49545,49106,24,0,:72-96:960-964,:72-96:960-964
109,100,49546,49107,24,0,:96-120:960-964,:96-120:960-964
109,100,49547,49108,24,0,:120-144:960-964,:120-144:960-964
109,100,49548,49109,24,0,:144-168:960-964,:144-168:960-964
109,100,49549,49110,24,0,:168-192:960-964,:168-192:960-964
109,100,49550,49111,24,0,:192-216:960-964,:192-216:960-964
109,100,49551,49112,24,0,:216-240:960-964,:216-240:960-964
109,100,49552,49113,24,0,:240-264:960-964,:240-264:960-964
109,100,49553,49114,24,0,:264-288:960-964,:264-288:960-964
109,100,49554,49115,24,0,:288-312:960-964,:288-312:960-964
109,100,49555,49116,24,0,:312-336:960-964,:312-336:960-964
109,100,49556,49117,24,0,:336-360:960-964,:336-360:960-964
109,100,49557,49118,24,0,:360-384:960-964,:360-384:960-964
109,100,49558,49119,24,0,:384-408:960-964,:384-408:960-964
109,100,49559,49120,24,0,:408-432:960-964,:408-432:960-964
109,100,49560,49121,24,0,:432-456:960-964,:432-456:960-964
109,100,49561,49122,24,0,:456-480:960-964,:456-480:960-964
109,100,49562,49123,24,0,:480-504:960-964,:480-504:960-964
109,100,49563,49124,24,0,:504-528:960-964,:504-528:960-964
109,100,49564,49125,24,0,:528-552:960-964,:528-552:960-964
109,100,49565,49126,24,0,:552-576:960-964,:552-576:960-964
109,100,49566,49127,24,0,:576-600:960-964,:576-600:960-964
109,100,49567,49128,24,0,:600-624:960-964,:600-624:960-964
109,100,49568,49129,24,0,:624-648:960-964,:624-648:960-964
109,100,49569,49130,24,0,:648-672:960-964,:648-672:960-964
109,100,49570,49131,24,0,:672-696:960-964,:672-696:960-964
109,100,49571,49132,24,0,:696-720:960-964,:696-720:960-964
109,100,49572,49133,24,0,:720-744:960-964,:720-744:960-964
109,100,49573,49134,24,0,:744-768:960-964,:744-768:960-964
109,100,49574,49135,24,0,:768-792:960-964,:768-792:960-964
109,100,49575,49136,24,0,:792-816:960-964,:792-816:960-964
109,100,49576,49137,24,0,:816-840:960-964,:816-840:960-964
109,100,49577,49138,24,0,:840-864:960-964,:840-864:960-964
109,100,49578,49139,24,0,:864-888:960-964,:864-888:960-964
109,100,49579,49140,24,0,:888-912:960-964,:888-912:960-964
109,100,49580,49141,24,0,:912-936:960-964,:912-936:960-964
109,100,49581,49142,24,0,:936-964,:936-964
119,110,50092,49653,24,0,:0-24:960-964,:0-24:960-964
119,110,50093,49654,24,0,:24-48:960-964,:24-48:960-964
119,110,50094,49655,24,0,:48-72:960-964,:48-72:960-964
119,110,50095,49656,24,0,:72-96:960-964,:72-96:960-964
119,110,50096,49657,24,0,:96-120:960-964,:96-120:960-964
119,110,50097,49658,24,0,:120-144:960-964,:120-144:960-964
119,110,50098,49659,24,0,:144-168:960-964,:144-168:960-964
119,110,50099,49660,24,0,:168-192:960-964,:168-192:960-964
119,110,50100,49661,24,0,:192-216:960-964,:192-216:960-964
119,110,50101,49662,24,0,:216-240:960-964,:216-240:960-964
119,110,50102,49663,24,0,:240-264:960-964,:240-264:960-964
119,110,50103,49664,24,0,:264-288:960-964,:264-288:960-964
119,110,50104,49665,24,0,:288-312:960-964,:288-312:960-964
119,110,50105,49666,24,0,:312-336:960-964,:312-336:960-964
119,110,50106,49667,24,0,:336-360:960-964,:336-360:960-964
119,110,50107,49668,24,0,:360-384:960-964,:360-384:960-964
119,110,50108,49669,24,0,:384-408:960-964,:384-408:960-964
119,110,50109,49670,24,0,:408-432:960-964,:408-432:960-964
119,110,50110,49671,24,0,:432-456:960-964,:432-456:960-964
119,110,50111,49672,24,0,:456-480:960-964,:456-480:960-964
119,110,50112,49673,24,0,:480-504:960-964,:480-504:960-964
119,110,50113,49674,24,0,:504-528:960-964,:504-528:960-964
119,110,50114,49675,24,0,:528-552:960-964,:528-552:960-964
119,110,50115,49676,24,0,:552-576:960-964,:552-576:960-964
119,110,50116,49677,24,0,:576-600:960-964,:576-600:960-964
119,110,50117,49678,24,0,:600-624:960-964,:600-624:960-964
119,110,50118,49679,24,0,:624-648:960-964,:624-648:960-964
119,110,50119,49680,24,0,:648-672:960-964,:648-672:960-964
119,110,50120,49681,24,0,:672-696:960-964,:672-696:960-964
119,110,50121,49682,24,0,:696-720:960-964,:696-720:960-964
119,110,50122,49683,24,0,:720-744:960-964,:720-744:960-964
119,110,50123,49684,24,0,:744-768:960-964,:744-768:960-964
119,110,50124,49685,24,0,:768-792:960-964,:768-792:960-964
119,110,50125,49686,24,0,:792-816:960-964,:792-816:960-964
119,110,50126,49687,24,0,:816-840:960-964,:816-840:960-964
119,110,50127,49688,24,0,:840-864:960-964,:840-864:960-964
119,110,50128,49689,24,0,:864-888:960-964,:864-888:960-964
119,110,50129,49690,24,0,:888-912:960-964,:888-912:960-964
119,110,50130,49691,24,0,:912-936:960-964,:912-936:960-964
119,110,50131,49692,24,0,:936-964,:936-964
129,120,50642,50203,24,0,:0-24:960-964,:0-24:960-964
129,120,50643,50204,24,0,:24-48:960-964,:24-48:960-964
129,120,50644,50205,24,0,:48-72:960-964,:48-72:960-964
129,120,50645,50206,24,0,:72-96:960-964,:72-96:960-964
129,120,50646,50207,24,0,:96-120:960-964,:96-120:960-964
129,120,50647,50208,24,0,:120-144:960-964,:120-144:960-964
129,120,50648,50209,24,0,:144-168:960-964,:144-168:960-964
129,120,50649,50210,24,0,:168-192:960-964,:168-192:960-964
129,120,50650,50211,24,0,:192-216:960-964,:192-216:960-964
129,120,50651,50212,24,0,:216-240:960-964,:216-240:960-964
129,120,50652,50213,24,0,:240-264:960-964,:240-264:960-964
129,120,50653,50214,24,0,:264-288:960-964,:264-288:960-964
129,120,50654,50215,24,0,:288-312:960-964,:288-312:960-964
129,120,50655,50216,24,0,:312-336:960-964,:312-336:960-964
129,120,50656,50217,24,0,:336-360:960-964,:336-360:960-964
129,120,50657,50218,24,0,:360-384:960-964,:360-384:960-964
129,120,50658,50219,24,0,:384-408:960-964,:384-408:960-964
129,120,50659,50220,24,0,:408-432:960-964,:408-432:960-964
129,120,50660,50221,24,0,:432-456:960-964,:432-456:960-964
129,120,50661,50222,24,0,:456-480:960-964,:456-480:960-964
129,120,50662,50223,24,0,:480-504:960-964,:480-504:960-964
129,120,50663,50224,24,0,:504-528:960-964,:504-528:960-964
129,120,50664,50225,24,0,:528-552:960-964,:528-552:960-964
129,120,50665,50226,24,0,:552-576:960-964,:552-576:960-964
129,120,50666,50227,24,0,:576-600:960-964,:576-600:960-964
129,120,50667,50228,24,0,:600-624:960-964,:600-624:960-964
129,120,50668,50229,24,0,:624-648:960-964,:624-648:960-964
129,120,50669,50230,24,0,:648-672:960-964,:648-672:960-964
129,120,50670,50231,24,0,:672-696:960-964,:672-696:960-964
129,120,50671,50232,24,0,:696-720:960-964,:696-720:960-964
129,120,50672,50233,24,0,:720-744:960-964,:720-744:960-964
129,120,50673,50234,24,0,:744-768:960-964,:744-768:960-964
129,120,50674,50235,24,0,:768-792:960-964,:768-792:960-964
129,120,50675,50236,24,0,:792-816:960-964,:792-816:960-964
129,120,50676,50237,24,0,:816-840:960-964,:816-840:960-964
129,120,50677,50238,24,0,:840-864:960-964,:840-864:960-964
129,120,50678,50239,24,0,:864-888:960-964,:864-888:960-964
129,120,50679,50240,24,0,:888-912:960-964,:888-912:960-964
129,120,50680,50241,24,0,:912-936:960-964,:912-936:960-964
129,120,50681,50242,24,0,:936-964,:936-964
1448,1443,18532,18093,24,0,:0-24:960-964,:0-24:960-964
1448,1443,18533,18094,24,0,:24-48:960-964,:24-48:960-964
1448,1443,18534,18095,24,0,:48-72:960-964,:48-72:960-964
1448,1443,18535,18096,24,0,:72-96:960-964,:72-96:960-964
1448,1443,18536,18097,24,0,:96-120:960-964,:96-120:960-964
1448,1443,18537,18098,24,0,:120-144:960-964,:120-144:960-964
1448,1443,18538,18099,24,0,:144-168:960-964,:144-168:960-964
1448,1443,18539,18100,24,0,:168-192:960-964,:168-192:960-964
1448,1443,18540,18101,24,0,:192-216:960-964,:192-216:960-964
1448,1443,18541,18102,24,0,:216-240:960-964,:216-240:960-964
1448,1443,18542,18103,24,0,:240-264:960-964,:240-264:960-964
1448,1443,18543,18104,24,0,:264-288:960-964,:264-288:960-964
1448,1443,18544,18105,24,0,:288-312:960-964,:288-312:960-964
1448,1443,18545,18106,24,0,:312-336:960-964,:312-336:960-964
1448,1443,18546,18107,24,0,:336-360:960-964,:336-360:960-964
1448,1443,18547,18108,24,0,:360-384:960-964,:360-384:960-964
1448,1443,18548,18109,24,0,:384-408:960-964,:384-408:960-964
1448,1443,18549,18110,24,0,:408-432:960-964,:408-432:960-964
1448,1443,18550,18111,24,0,:432-456:960-964,:432-456:960-964
1448,1443,18551,18112,24,0,:456-480:960-964,:456-480:960-964
1448,1443,18552,18113,24,0,:480-504:960-964,:480-504:960-964
1448,1443,18553,18114,24,0,:504-528:960-964,:504-528:960-964
1448,1443,18554,18115,24,0,:528-552:960-964,:528-552:960-964
1448,1443,18555,18116,24,0,:552-576:960-964,:552-576:960-964
1448,1443,18556,18117,24,0,:576-600:960-964,:576-600:960-964
1448,1443,18557,18118,24,0,:600-624:960-964,:600-624:960-964
1448,1443,18558,18119,24,0,:624-648:960-964,:624-648:960-964
1448,1443,18559,18120,24,0,:648-672:960-964,:648-672:960-964
1448,1443,18560,18121,24,0,:672-696:960-964,:672-696:960-964
1448,1443,18561,18122,24,0,:696-720:960-964,:696-720:960-964
1448,1443,18562,18123,24,0,:720-744:960-964,:720-744:960-964
1448,1443,18563,18124,24,0,:744-768:960-964,:744-768:960-964
1448,1443,18564,18125,24,0,:768-792:960-964,:768-792:960-964
1448,1443,18565,18126,24,0,:792-816:960-964,:792-816:960-964
1448,1443,18566,18127,24,0,:816-840:960-964,:816-840:960-964
1448,1443,18567,18128,24,0,:840-864:960-964,:840-864:960-964
1448,1443,18568,18129,24,0,:864-888:960-964,:864-888:960-964
1448,1443,18569,18130,24,0,:888-912:960-964,:888-912:960-964
1448,1443,18570,18131,24,0,:912-936:960-964,:912-936:960-964
1448,1443,18571,18132,24,0,:936-964,:936-964
1082,1073,58122,57683,24,0,:0-24:960-964,:0-24:960-964
1082,1073,58123,57684,24,0,:24-48:960-964,:24-48:960-964
1082,1073,58124,57685,24,0,:48-72:960-964,:48-72:960-964
1082,1073,58125,57686,24,0,:72-96:960-964,:72-96:960-964
1082,1073,58126,57687,24,0,:96-120:960-964,:96-120:960-964
1082,1073,58127,57688,24,0,:120-144:960-964,:120-144:960-964
1082,1073,58128,57689,24,0,:144-168:960-964,:144-168:960-964
1082,1073,58129,57690,24,0,:168-192:960-964,:168-192:960-964
1082,1073,58130,57691,24,0,:192-216:960-964,:192-216:960-964
1082,1073,58131,57692,24,0,:216-240:960-964,:216-240:960-964
1082,1073,58132,57693,24,0,:240-264:960-964,:240-264:960-964
1082,1073,58133,57694,24,0,:264-288:960-964,:264-288:960-964
1082,1073,58134,57695,24,0,:288-312:960-964,:288-312:960-964
1082,1073,58135,57696,24,0,:312-336:960-964,:312-336:960-964
1082,1073,58136,57697,24,0,:336-360:960-964,:336-360:960-964
1082,1073,58137,57698,24,0,:360-384:960-964,:360-384:960-964
1082,1073,58138,57699,24,0,:384-408:960-964,:384-408:960-964
1082,1073,58139,57700,24,0,:408-432:960-964,:408-432:960-964
1082,1073,58140,57701,24,0,:432-456:960-964,:432-456:960-964
1082,1073,58141,57702,24,0,:456-480:960-964,:456-480:960-964
1082,1073,58142,57703,24,0,:480-504:960-964,:480-504:960-964
1082,1073,58143,57704,24,0,:504-528:960-964,:504-528:960-964
1082,1073,58144,57705,24,0,:528-552:960-964,:528-552:960-964
1082,1073,58145,57706,24,0,:552-576:960-964,:552-576:960-964
1082,1073,58146,57707,24,0,:576-600:960-964,:576-600:960-964
1082,1073,58147,57708,24,0,:600-624:960-964,:600-624:960-964
1082,1073,58148,57709,24,0,:624-648:960-964,:624-648:960-964
1082,1073,58149,57710,24,0,:648-672:960-964,:648-672:960-964
1082,1073,58150,57711,24,0,:672-696:960-964,:672-696:960-964
1082,1073,58151,57712,24,0,:696-720:960-964,:696-720:960-964
1082,1073,58152,57713,24,0,:720-744:960-964,:720-744:960-964
1082,1073,58153,57714,24,0,:744-768:960-964,:744-768:960-964
1082,1073,58154,57715,24,0,:768-792:960-964,:768-792:960-964
1082,1073,58155,57716,24,0,:792-816:960-964,:792-816:960-964
1082,1073,58156,57717,24,0,:816-840:960-964,:816-840:960-964
1082,1073,58157,57718,24,0,:840-864:960-964,:840-864:960-964
1082,1073,58158,57719,24,0,:864-888:960-964,:864-888:960-964
1082,1073,58159,57720,24,0,:888-912:960-964,:888-912:960-964
1082,1073,58160,57721,24,0,:912-936:960-964,:912-936:960-964
1082,1073,58161,57722,24,0,:936-964,:936-964
1142,1133,61423,60983,24,0,:0-24:960-964,:0-24:960-964
1142,1133,61424,60984,24,0,:24-48:960-964,:24-48:960-964
1142,1133,61425,60985,24,0,:48-72:960-964,:48-72:960-964
1142,1133,61426,60986,24,0,:72-96:960-964,:72-96:960-964
1142,1133,61427,60987,24,0,:96-120:960-964,:96-120:960-964
1142,1133,61428,60988,24,0,:120-144:960-964,:120-144:960-964
1142,1133,61429,60989,24,0,:144-168:960-964,:144-168:960-964
1142,1133,61430,60990,24,0,:168-192:960-964,:168-192:960-964
1142,1133,61431,60991,24,0,:192-216:960-964,:192-216:960-964
1142,1133,61432,60992,24,0,:216-240:960-964,:216-240:960-964
1142,1133,61433,60993,24,0,:240-264:960-964,:240-264:960-964
1142,1133,61434,60994,24,0,:264-288:960-964,:264-288:960-964
1142,1133,61435,60995,24,0,:288-312:960-964,:288-312:960-964
1142,1133,61436,60996,24,0,:312-336:960-964,:312-336:960-964
1142,1133,61437,60997,24,0,:336-360:960-964,:336-360:960-964
1142,1133,61438,60998,24,0,:360-384:960-964,:360-384:960-964
1142,1133,61439,60999,24,0,:384-408:960-964,:384-408:960-964
1142,1133,61440,61000,24,0,:408-432:960-964,:408-432:960-964
1142,1133,61441,61001,24,0,:432-456:960-964,:432-456:960-964
1142,1133,61442,61002,24,0,:456-480:960-964,:456-480:960-964
1142,1133,61443,61003,24,0,:480-504:960-964,:480-504:960-964
1142,1133,61444,61004,24,0,:504-528:960-964,:504-528:960-964
1142,1133,61445,61005,24,0,:528-552:960-964,:528-552:960-964
1142,1133,61446,61006,24,0,:552-576:960-964,:552-576:960-964
1142,1133,61447,61007,24,0,:576-600:960-964,:576-600:960-964
1142,1133,61448,61008,24,0,:600-624:960-964,:600-624:960-964
1142,1133,61449,61009,24,0,:624-648:960-964,:624-648:960-964
1142,1133,61450,61010,24,0,:648-672:960-964,:648-672:960-964
1142,1133,61451,61011,24,0,:672-696:960-964,:672-696:960-964
1142,1133,61452,61012,24,0,:696-720:960-964,:696-720:960-964
1142,1133,61453,61013,24,0,:720-744:960-964,:720-744:960-964
1142,1133,61454,61014,24,0,:744-768:960-964,:744-768:960-964
1142,1133,61455,61015,24,0,:768-792:960-964,:768-792:960-964
1142,1133,61456,61016,24,0,:792-816:960-964,:792-816:960-964
1142,1133,61457,61017,24,0,:816-840:960-964,:816-840:960-964
1142,1133,61458,61018,24,0,:840-864:960-964,:840-864:960-964
1142,1133,61459,61019,24,0,:864-888:960-964,:864-888:960-964
1142,1133,61460,61020,24,0,:888-912:960-964,:888-912:960-964
1142,1133,61461,61021,24,0,:912-936:960-964,:912-936:960-964
1142,1133,61462,61022,24,0,:936-964,:936-964
1564,1456,16332,15893,24,0,:0-24:960-964,:0-24:960-964
1564,1456,16333,15894,24,0,:24-48:960-964,:24-48:960-964
1564,1456,16334,15895,24,0,:48-72:960-964,:48-72:960-964
1564,1456,16335,15896,24,0,:72-96:960-964,:72-96:960-964
1564,1456,16336,15897,24,0,:96-120:960-964,:96-120:960-964
1564,1456,16337,15898,24,0,:120-144:960-964,:120-144:960-964
1564,1456,16338,15899,24,0,:144-168:960-964,:144-168:960-964
1564,1456,16339,15900,24,0,:168-192:960-964,:168-192:960-964
1564,1456,16340,15901,24,0,:192-216:960-964,:192-216:960-964
1564,1456,16341,15902,24,0,:216-240:960-964,:216-240:960-964
1564,1456,16342,15903,24,0,:240-264:960-964,:240-264:960-964
1564,1456,16343,15904,24,0,:264-288:960-964,:264-288:960-964
1564,1456,16344,15905,24,0,:288-312:960-964,:288-312:960-964
1564,1456,16345,15906,24,0,:312-336:960-964,:312-336:960-964
1564,1456,16346,15907,24,0,:336-360:960-964,:336-360:960-964
1564,1456,16347,15908,24,0,:360-384:960-964,:360-384:960-964
1564,1456,16348,15909,24,0,:384-408:960-964,:384-408:960-964
1564,1456,16349,15910,24,0,:408-432:960-964,:408-432:960-964
1564,1456,16350,15911,24,0,:432-456:960-964,:432-456:960-964
1564,1456,16351,15912,24,0,:456-480:960-964,:456-480:960-964
1564,1456,16352,15913,24,0,:480-504:960-964,:480-504:960-964
1564,1456,16353,15914,24,0,:504-528:960-964,:504-528:960-964
1564,1456,16354,15915,24,0,:528-552:960-964,:528-552:960-964
1564,1456,16355,15916,24,0,:552-576:960-964,:552-576:960-964
1564,1456,16356,15917,24,0,:576-600:960-964,:576-600:960-964
1564,1456,16357,15918,24,0,:600-624:960-964,:600-624:960-964
1564,1456,16358,15919,24,0,:624-648:960-964,:624-648:960-964
1564,1456,16359,15920,24,0,:648-672:960-964,:648-672:960-964
1564,1456,16360,15921,24,0,:672-696:960-964,:672-696:960-964
1564,1456,16361,15922,24,0,:696-720:960-964,:696-720:960-964
1564,1456,16362,15923,24,0,:720-744:960-964,:720-744:960-964
1564,1456,16363,15924,24,0,:744-768:960-964,:744-768:960-964
1564,1456,16364,15925,24,0,:768-792:960-964,:768-792:960-964
1564,1456,16365,15926,24,0,:792-816:960-964,:792-816:960-964
1564,1456,16366,15927,24,0,:816-840:960-964,:816-840:960-964
1564,1456,16367,15928,24,0,:840-864:960-964,:840-864:960-964
1564,1456,16368,15929,24,0,:864-888:960-964,:864-888:960-964
1564,1456,16369,15930,24,0,:888-912:960-964,:888-912:960-964
1564,1456,16370,15931,24,0,:912-936:960-964,:912-936:960-964
1564,1456,16371,15932,24,0,:936-964,:936-964
1092,1083,58672,58233,24,0,:0-24:960-964,:0-24:960-964
1092,1083,58673,58234,24,0,:24-48:960-964,:24-48:960-964
1092,1083,58674,58235,24,0,:48-72:960-964,:48-72:960-964
1092,1083,58675,58236,24,0,:72-96:960-964,:72-96:960-964
1092,1083,58676,58237,24,0,:96-120:960-964,:96-120:960-964
1092,1083,58677,58238,24,0,:120-144:960-964,:120-144:960-964
1092,1083,58678,58239,24,0,:144-168:960-964,:144-168:960-964
1092,1083,58679,58240,24,0,:168-192:960-964,:168-192:960-964
1092,1083,58680,58241,24,0,:192-216:960-964,:192-216:960-964
1092,1083,58681,58242,24,0,:216-240:960-964,:216-240:960-964
1092,1083,58682,58243,24,0,:240-264:960-964,:240-264:960-964
1092,1083,58683,58244,24,0,:264-288:960-964,:264-288:960-964
1092,1083,58684,58245,24,0,:288-312:960-964,:288-312:960-964
1092,1083,58685,58246,24,0,:312-336:960-964,:312-336:960-964
1092,1083,58686,58247,24,0,:336-360:960-964,:336-360:960-964
1092,1083,58687,58248,24,0,:360-384:960-964,:360-384:960-964
1092,1083,58688,58249,24,0,:384-408:960-964,:384-408:960-964
1092,1083,58689,58250,24,0,:408-432:960-964,:408-432:960-964
1092,1083,58690,58251,24,0,:432-456:960-964,:432-456:960-964
1092,1083,58691,58252,24,0,:456-480:960-964,:456-480:960-964
1092,1083,58692,58253,24,0,:480-504:960-964,:480-504:960-964
1092,1083,58693,58254,24,0,:504-528:960-964,:504-528:960-964
1092,1083,58694,58255,24,0,:528-552:960-964,:528-552:960-964
1092,1083,58695,58256,24,0,:552-576:960-964,:552-576:960-964
1092,1083,58696,58257,24,0,:576-600:960-964,:576-600:960-964
1092,1083,58697,58258,24,0,:600-624:960-964,:600-624:960-964
1092,1083,58698,58259,24,0,:624-648:960-964,:624-648:960-964
1092,1083,58699,58260,24,0,:648-672:960-964,:648-672:960-964
1092,1083,58700,58261,24,0,:672-696:960-964,:672-696:960-964
1092,1083,58701,58262,24,0,:696-720:960-964,:696-720:960-964
1092,1083,58702,58263,24,0,:720-744:960-964,:720-744:960-964
1092,1083,58703,58264,24,0,:744-768:960-964,:744-768:960-964
1092,1083,58704,58265,24,0,:768-792:960-964,:768-792:960-964
1092,1083,58705,58266,24,0,:792-816:960-964,:792-816:960-964
1092,1083,58706,58267,24,0,:816-840:960-964,:816-840:960-964
1092,1083,58707,58268,24,0,:840-864:960-964,:840-864:960-964
1092,1083,58708,58269,24,0,:864-888:960-964,:864-888:960-964
1092,1083,58709,58270,24,0,:888-912:960-964,:888-912:960-964
1092,1083,58710,58271,24,0,:912-936:960-964,:912-936:960-964
1092,1083,58711,58272,24,0,:936-964,:936-964
1781,1748,30462,30023,24,0,:0-24:960-964,:0-24:960-964
1781,1748,30463,30024,24,0,:24-48:960-964,:24-48:960-964
1781,1748,30464,30025,24,0,:48-72:960-964,:48-72:960-964
1781,1748,30465,30026,24,0,:72-96:960-964,:72-96:960-964
1781,1748,30466,30027,24,0,:96-120:960-964,:96-120:960-964
1781,1748,30467,30028,24,0,:120-144:960-964,:120-144:960-964
1781,1748,30468,30029,24,0,:144-168:960-964,:144-168:960-964
1781,1748,30469,30030,24,0,:168-192:960-964,:168-192:960-964
1781,1748,30470,30031,24,0,:192-216:960-964,:192-216:960-964
1781,1748,30471,30032,24,0,:216-240:960-964,:216-240:960-964
1781,1748,30472,30033,24,0,:240-264:960-964,:240-264:960-964
1781,1748,30473,30034,24,0,:264-288:960-964,:264-288:960-964
1781,1748,30474,30035,24,0,:288-312:960-964,:288-312:960-964
1781,1748,30475,30036,24,0,:312-336:960-964,:312-336:960-964
1781,1748,30476,30037,24,0,:336-360:960-964,:336-360:960-964
1781,1748,30477,30038,24,0,:360-384:960-964,:360-384:960-964
1781,1748,30478,30039,24,0,:384-408:960-964,:384-408:960-964
1781,1748,30479,30040,24,0,:408-432:960-964,:408-432:960-964
1781,1748,30480,30041,24,0,:432-456:960-964,:432-456:960-964
1781,1748,30481,30042,24,0,:456-480:960-964,:456-480:960-964
1781,1748,30482,30043,24,0,:480-504:960-964,:480-504:960-964
1781,1748,30483,30044,24,0,:504-528:960-964,:504-528:960-964
